timestamp,success
1772596710,true
1772596712,true
1772596715,true
1772599507,true
1772600642,true
1772600701,true
1772625761,true
1772625781,true
1772625842,true
1772625901,true
1772625961,true
1772626021,true
1772626081,true
1772626142,true
1772626201,true
1772626261,true
1772626321,true
1772626381,true
1772626441,true
1772626502,true
1772626561,true
1772626621,true
1772626681,true
1772626741,true
1772626802,true
1772626861,true
1772626921,true
1772626981,true
1772627041,true
1772627101,true
1772627162,true
1772627221,true
1772627281,true
1772627341,true
1772627401,true
1772627461,true
1772627522,true
1772627581,true
1772627641,true
1772627701,true
1772627761,true
1772627821,true
1772627882,true
1772627941,true
1772628001,true
1772628061,true
1772628121,true
1772628181,true
1772628241,true
1772628301,true
1772628361,true
1772628421,true
1772628481,true
1772628542,true
1772628601,true
1772628661,true
1772628721,true
1772628781,true
1772628841,true
1772628901,true
1772628961,true
1772629021,true
1772629081,true
1772629141,true
1772629202,true
